organism	ph
Pantoea terrea	7
Pantoea vagans	7
Pantoea wallisii	7
Panus tigrinus	5.6
Papillibacter cinnamivorans	7.12
Parabacteroides chartae	7
Parabacteroides chinchillae	7
Parabacteroides distasonis	7
Parabacteroides goldsteinii	7
Parabacteroides gordonii	7
Parabacteroides merdae	7
Paracoccus aestuarii	7.3
Paracoccus alcaliphilus	9
Paracoccus alkenifer	7
Paracoccus aminophilus	7
Paracoccus aminovorans	7
Paracoccus bengalensis	7
Paracoccus denitrificans	6.96
Paracoccus halodenitrificans	7.3
Paracoccus homiensis	7.6
Paracoccus isoporae	7.6
Paracoccus kocurii	7
Paracoccus pantotrophus	6.95
Paracoccus saliphilus	7.4
Paracoccus seriniphilus	7.6
Paracoccus siganidrum	7.3
Paracoccus solventivorans	7.11
Paracoccus sp.	6.96
Paracoccus versutus	8.5
Paracoccus yeei	7.27
Paraeggerthella hongkongensis	7
Paraglaciecola arctica	7.6
Paraglaciecola mesophila	7.6
Paraglaciecola polaris	7.6
Paralactobacillus selangorensis	6.35
Paraliobacillus quinghaiensis	7.6
Paraliobacillus ryukyuensis	7.6
Paramoritella alkaliphila	7.6
Paraoerskovia marina	7.1
Paraoerskovia sediminicola	7.1
Parapedobacter composti	7.2
Parapedobacter luteus	7.2
Paraprevotella clara	7
Paraprevotella xylaniphila	7
Pararhodobacter aggregans	7
Pararhodospirillum photometricum	6.8
Pararhodospirillum sulfurexigens	6.8
Parascardovia denticolens	6.8
Parasphingopyxis lamellibrachiae	7.6
Parasporobacterium paucivorans	7.1
Parasutterella excrementihominis	7.1
Parvibacter caecicola	7.1
Parvibaculum hydrocarboniclasticum	7.6
Parvibaculum indicum	7.6
Parvimonas micra	7.2
Parvopolyspora pallida	7.2
Pasteurella aerogenes	7.3
Pasteurella anatis	7.3
Pasteurella piscicida	7.6
Pasteurella volantium	7.15
Patulibacter americanus	7.2
Patulibacter ginsengiterrae	7.2
Patulibacter medicamentivorans	7.2
Patulibacter minatonensis	7.2
Paucibacter toxinivorans	7.2
Paucimonas lemoignei	7
Paucisalibacillus globulus	7.6
Pectinatus brassicae	6.8
Pectinatus cerevisiiphilus	6.62
Pectinatus frisingensis	6.54
Pectinatus haikarae	7
Pectobacterium aroidearum	7.3
Pectobacterium atrosepticum	7.12
Pectobacterium betavasculorum	7.3
Pectobacterium cacticida	7.3
Pectobacterium cacticidum	7.3
Pectobacterium carotovorum	7.16
Pectobacterium chrysanthemi	7.08
Pectobacterium cypripedii	7
Pectobacterium rhapontici	7
Pectobacterium wasabiae	7
Pediococcus acidilactici	6.35
Pediococcus argentinicus	7.1
Pediococcus cellicola	6.35
Pediococcus claussenii	6.35
Pediococcus damnosus	5.97
Pediococcus dextrinicus	6.35
Pediococcus ethanolidurans	6.35
Pediococcus halophilus	6.35
Pediococcus inopinatus	6.35
Pediococcus lolii	6.35
Pediococcus parvulus	6.35
Pediococcus pentosaceus	6.35
Pediococcus sp.	6.35
Pediococcus stilesii	6.35
Pediococcus urinaeequi	7.1
Pedobacter africanus	7
Pedobacter agri	7.2
Pedobacter alluvionis	7.2
Pedobacter antarcticus	7
Pedobacter bauzanensis	7.2
Pedobacter borealis	7.2
Pedobacter caeni	7.3
Pedobacter cryoconitis	7.2
Pedobacter duraquae	7.2
Pedobacter glucosidilyticus	7.2
Pedobacter hartonius	7.2
Pedobacter heparinus	7
Pedobacter insulae	7.3
Pedobacter luteus	7.2
Pedobacter metabolipauper	7.2
Pedobacter nyackensis	7.2
Pedobacter oryzae	7.2
Pedobacter rhizosphaerae	7.3
Pedobacter ruber	7.2
Pedobacter soli	7.3
Pedobacter sp.	7.15
Pedobacter steynii	7.2
Pedobacter suwonensis	7.3
Pedobacter terrae	7
Pedobacter tournemirensis	7.2
Pedobacter westerhofensis	7.2
Pelagibaca bermudensis	7.6
Pelagibacillus goriensis	7.6
Pelagibacterium halotolerans	7.6
Pelagicola litoralis	7.6
Pelagimonas varians	8
Pelistega indica	7
Pelobacter acetylenicus	7.2
Pelobacter acidigallici	7.08
Pelobacter carbinolicus	7.1
Pelobacter massiliensis	7.1
Pelobacter propionicus	7.1
Pelobacter seleniigenes	6.4
Pelobacter sp.	7.08
Pelobacter venetianus	7.13
Pelodictyon luteolum	6.8
Pelomonas saccharophila	6.87
Pelosinus fermentans	7
Pelosinus propionicus	7.3
Pelospora glutarica	7.2
Pelotomaculum propionicicum	6.93
Pelotomaculum schinkii	6.93
Pelotomaculum terephthalicicum	6.93
Pelotomaculum terephthalicum	6.93
Pelotomaculum thermopropionicum	6.93
Penicillium arabicum	5.6
Penicillium arenicola	5.6
Penicillium arvense	5.6
Penicillium asperosporum	5.6
Penicillium aurantiogriseum	5.6
Penicillium brevicompactum	6.13
Penicillium camemberti	7.2
Penicillium canadense	5.6
Penicillium caperatum	5.6
Penicillium capsulatum	5.6
Penicillium chrysogenum	5.6
Penicillium citreonigrum	5.6
Penicillium claviforme	5.6
Penicillium commune	5.6
Penicillium cyclopium	5.6
Penicillium daleae	7.2
Penicillium dierckxii	5.6
Penicillium digitatum	5.6
Penicillium diversum	5.6
Penicillium fellutanum	5.6
Penicillium frequentans	5.6
Penicillium glabrum	5.6
Penicillium gladioli	5.6
Penicillium hispanicum	5.6
Penicillium italicum	5.6
Penicillium janczewskii	5.6
Penicillium lilacinum	6.67
Penicillium martensii	5.6
Penicillium miczynskii	5.6
Penicillium nalgiovense	5.6
Penicillium nigricans	5.6
Penicillium notatum	5.6
Penicillium olsonii	5.6
Penicillium oxalicum	7.2
Penicillium piscarium	5.6
Penicillium purpurogenum	5.6
Penicillium raciborskii	5.6
Penicillium roqueforti	5.6
Penicillium simplicissimum	5.6
Penicillium sp.	5.6
Penicillium stoloniferum	6.13
Penicillium striatisporum	5.6
Penicillium verrucosum	5.6
Penicillium vulpinum	5.6
Peniophora cinerea	5.6
Peniophora duplex	5.6
Peniophora gigantea	5.6
Peniophora incarnata	5.6
Peniophora pini	5.6
Peptococcus asaccharolyticus	7
Peptococcus glycinophilus	7.2
Peptococcus indolicus	7.2
Peptococcus magnus	7.2
Peptococcus niger	7
Peptococcus prevotii	7.2
Peptococcus saccharolyticus	7.2
Peptoniphilus asaccharolyticus	7
Peptoniphilus gorbachii	7.2
Peptoniphilus grossensis	7.2
Peptoniphilus harei	7.2
Peptoniphilus indolicus	7.2
Peptoniphilus ivorii	7.2
Peptoniphilus lacrimalis	7.2
Peptoniphilus methioninivorax	7.2
Peptoniphilus olsenii	7.2
Peptoniphilus senegalensis	7.2
Peptoniphilus sp.	7.2
Peptostreptococcus anaerobius	7.13
Peptostreptococcus asaccharolyticus	7
Peptostreptococcus barnesae	7.08
Peptostreptococcus canis	7.2
Peptostreptococcus harei	7.2
Peptostreptococcus heliotrinreducens	7.2
Peptostreptococcus hydrogenalis	7.2
Peptostreptococcus indolicus	7.2
Peptostreptococcus ivorii	7.2
Peptostreptococcus lacrimalis	7.2
Peptostreptococcus lactolyticus	7.2
Peptostreptococcus magnus	7.2
Peptostreptococcus micros	7.2
Peptostreptococcus octavius	7.2
Peptostreptococcus parvulus	7.2
Peptostreptococcus prevotii	7.2
Peptostreptococcus productus	6.97
Peptostreptococcus russellii	7
Peptostreptococcus sp.	7.2
Peptostreptococcus stomatis	7.2
Peptostreptococcus tetradius	7.13
Peptostreptococcus vaginalis	7.2
Peredibacter starrii	7.2
Perlucidibaca piscinae	7.2
Persephonella guaymasensis	6
Persephonella hydrogeniphila	7.08
Persephonella marina	6
Persicirhabdus sediminis	7.2
Persicivirga dokdonensis	7.6
Persicivirga ulvanivorans	7.6
Persicivirga xylanidelens	7.6
Persicobacter diffluens	7.2
Pestalotia foedans	5.6
Pestalotia guepinii	5.6
Pestalotia hypericina	5.6
Pestalotiopsis maculans	5.6
Pestalotiopsis microspora	5.6
Pestalotiopsis sydowiana	5.6
Pestalotiopsis versicolor	5.6
Petriella setifera	5.6
Petrimonas sulfuriphila	7
Petrotoga halophila	6.6
Petrotoga mexicana	6.6
Petrotoga miotherma	6.6
Petrotoga mobilis	6.6
Petrotoga olearia	7.5
Petrotoga sibirica	7.5
Pezicula carpinea	5.6
Pezicula livida	5.6
Pezizella vulgaris	5.6
Phacidium fennicum	5.6
Phacidium lacerum	5.6
Phaeobacter arcticus	7.6
Phaeobacter caeruleus	7.6
Phaeobacter daeponensis	7.6
Phaeobacter gallaeciensis	7.6
Phaeobacter inhibens	7.6
Phaeobacter leonis	7.6
Phaeolus schweinitzii	5.6
Phaeospirillum fulvum	6.8
Phaeospirillum molischianum	6.8
Phallus impudicus	5.6
Phanerochaete chrysosporium	5.6
Phascolarctobacterium faecium	7.2
Phaselicystis flava	7.2
Phaseolibacter flectens	7.2
Phellinus fastuosus	5.6
Phellinus ferreus	5.6
Phellinus ferruginosus	5.6
Phellinus gilvus	5.6
Phellinus hartigii	5.6
Phellinus igniarius	5.6
Phellinus nigrolimitatus	5.6
Phellinus pini	5.6
Phellinus viticola	5.6
Phenylobacterium composti	7.2
Phenylobacterium conjunctum	7
Phenylobacterium haematophilum	7.1
Phenylobacterium immobile	7
Phenylobacterium koreense	7.2
Phenylobacterium lituiforme	7.1
Phenylobacterium muchangponense	7.2
Phenylobacterium zucineum	7.3
Phialophora cinerescens	5.6
Phialophora hoffmannii	5.6
Phialophora lignicola	5.6
Phialophora richardsiae	5.6
Phlebia radiata	5.6
Phlebiopsis gigantea	5.6
Phocaeicola abscessus	7
Pholiota aurivella	5.6
Pholiota carbonaria	5.6
Pholiota nameko	5.6
Pholiota squarrosa	5.6
Pholiotina coprophila	5.6
Phoma betae	5.6
Phoma chrysanthemicola	5.6
Phoma exigua	6.13
Phoma fimeti	5.6
Phoma glomerata	5.6
Phoma herbarum	5.6
Phoma macrostoma	5.6
Phoma medicaginis	5.6
Phoma nebulosa	5.6
Phoma sorghina	5.6
Phoma sp.	5.6
Phoma terrestris	5.6
Phoma valerianellae	5.6
Phorcysia thermohydrogeniphila	5.7
Photobacterium aestuarii	7.6
Photobacterium angustum	7.6
Photobacterium aphoticum	7.6
Photobacterium aquimaris	7.6
Photobacterium damsela	7.6
Photobacterium damselae	7.6
Photobacterium fischeri	7.48
Photobacterium frigidiphilum	7.6
Photobacterium gaetbulicola	7.6
Photobacterium ganghwense	7.3
Photobacterium halotolerans	7.6
Photobacterium histaminum	7.6
Photobacterium indicum	7.6
Photobacterium kishitanii	7.6
Photobacterium leiognathi	7.6
Photobacterium lipolyticum	7.6
Photobacterium logei	7.3
Photobacterium lutimaris	7.6
Photobacterium phosphoreum	7.4
Photobacterium profundum	7.6
Photobacterium rosenbergii	7.6
Photobacterium swingsii	7.6
Photorhabdus asymbiotica	7.3
Photorhabdus heterorhabditis	7.3
Photorhabdus luminescens	7.14
Photorhabdus temperata	7.16
Phreatobacter oligotrophus	7.2
Phycicoccus aerophilus	7.1
Phycicoccus badiiscoriae	7.2
Phycicoccus bigeumensis	7.2
Phycicoccus cremeus	7.1
Phycicoccus dokdonensis	7.1
Phycicoccus ginsenosidimutans	7.2
Phycicoccus ochangensis	7.2
Phycicola gilvus	7.1
Phycomyces blakesleeanus	5.6
Phyllobacterium myrsinacearum	7
Phyllobacterium rubiacearum	7
Phyllobacterium trifolii	7
Phytobacter diazotrophicus	7
Phytohabitans flavus	7.2
Phytohabitans houttuyneae	7.2
Phytohabitans rumicis	7.2
Phytohabitans suffuscus	7.2
Phytomonospora endophytica	7.2
Phytophthora cactorum	7.2
Phytophthora cinnamomi	7.2
Phytophthora citricola	7.2
Phytophthora citrophthora	7.2
Phytophthora cryptogea	7.2
Phytophthora drechsleri	7.2
Phytophthora erythroseptica	7.2
Phytophthora lateralis	7.2
Phytophthora megasperma	7.2
Phytophthora nicotianae	7.2
Phytophthora palmivora	7.2
Phytophthora parasitica	7.2
Phytophthora syringae	7.2
Pichia membranifaciens	6.5
Picrophilus oshimae	1.5
Picrophilus torridus	1.5
Pigmentiphaga daeguensis	7.28
Pigmentiphaga kullae	7
Pigmentiphaga litoralis	7.6
Pigmentiphaga sp.	7.15
Pilimelia anulata	7.3
Pilimelia terevasa	7.3
Pilobolus sphaerosporus	8
Piloderma bicolor	5.6
Pimelobacter jensenii	7.3
Pimelobacter simplex	7.3
Pimelobacter tumescens	7.3
Piptoporus betulinus	5.6
Pirellula marina	7.1
Pirellula staleyi	7.1
Piscibacillus salipiscarius	7.1
Piscicoccus intestinalis	7.6
Pisciglobus halotolerans	6.35
Piscinibacter aquaticus	7.2
Pisolithus arhizus	5.82
Pisolithus tinctorius	5.82
Pithomyces chartarum	7.2
Pityrosporum pachydermatis	6.5
Planctomyces brasiliensis	7.05
Planctomyces limnophilus	7.3
Planctomyces maris	7.6
Planctomyces sp.	7.6
Planifilum fimeticola	7
Planifilum fulgidum	7.15
Planktomarina temperata	7.6
Planktotalea frisia	7.8
Planobispora siamensis	7.2
Planococcus antarcticus	7.1
Planococcus citreus	7
Planococcus columbae	7.1
Planococcus donghaensis	7.1
Planococcus halocryophilus	7.1
Planococcus halophilus	7.6
Planococcus kocurii	7.3
Planococcus maitriensis	7.1
Planococcus maritimus	7.6
Planococcus mcmeekinii	7.6
Planococcus plakortidis	7.1
Planococcus psychrophilus	7.1
Planococcus rifietoensis	7
Planococcus salinarum	7.6
Planococcus stackebrandtii	7.1
Planomicrobium chinense	7.6
Planomicrobium flavidum	7.6
Planomicrobium glaciei	7.1
Planomicrobium koreense	7.6
Planomicrobium mcmeekinii	7.6
Planomicrobium psychrophilum	7.1
Planomicrobium stackebrandtii	7.1
Planomonospora alba	7.2
Planomonospora parontospora	7.25
Planomonospora sphaerica	7.2
Planosporangium flavigriseum	7.2
Planosporangium mesophilum	7.2
Planosporangium thailandense	7.2
Planotetraspora kaengkrachanensis	7.2
Planotetraspora mira	7.2
Planotetraspora phitsanulokensis	7.2
Planotetraspora silvatica	7.2
Planotetraspora thailandica	7.2
Plantactinospora endophytica	7.2
Plantactinospora mayteni	7.2
Plantactinospora siamensis	7.2
Plantibacter auratus	7.2
Plantibacter flavus	7.1
Plasticicumulans acidivorans	7.2
Plasticicumulans lactativorans	7.2
Pleionea mediterranea	7.6
Pleomorphobacterium xiamenense	7.6
Pleomorphomonas diazotrophica	7.1
Pleomorphomonas koreensis	7.2
Pleomorphomonas oryzae	7
Pleospora herbarum	7.2
Plesiocystis pacifica	7.75
Pleurotellus hypnophilus	5.6
Pleurotus calyptratus	5.6
Pleurotus citrinopileatus	5.6
Pleurotus columbinus	5.6
Pleurotus cornucopiae	5.6
Pleurotus cystidiosus	7.2
Pleurotus dryinus	5.6
Pleurotus eous	5.6
Pleurotus eryngii	5.6
Pleurotus flabellatus	5.6
Pleurotus ostreatus	5.6
Pleurotus passeckerianus	5.6
Pleurotus pulmonarius	5.6
Pleurotus salmoneostramineus	5.6
Pleurotus sapidus	5.6
Pleurotus serotinus	5.6
Pluralibacter gergoviae	7.3
Pluralibacter pyrinus	7.3
Polaribacter dokdonensis	7.6
Polaribacter filamentus	7.6
Polaromonas cryoconiti	7.2
Polaromonas glacialis	7.2
Polaromonas hydrogenivorans	7
Polaromonas jejuensis	7.2
Polaromonas naphthalenivorans	7
Polyangium cellulosum	7.2
Polyangium fumosum	7.2
Polyangium sorediatum	7.2
Polyangium sp.	7.2
Polyangium spumosum	7.2
Polymorphospora rubra	7.2
Polynucleobacter acidiphobus	7.33
Polynucleobacter cosmopolitanus	7.2
Polynucleobacter difficilis	7.2
Polynucleobacter necessarius	7.2
Polynucleobacter rarus	7.2
Polyporus alveolaris	5.6
Polyporus arcularius	5.6
Polyporus brumalis	5.6
Polyporus ciliatus	5.6
Polyporus melanopus	5.6
Polyporus tricholoma	5.6
Pontibaca methylaminivorans	7.3
Pontibacillus chungwhensis	7.6
Pontibacillus halophilus	7.6
Pontibacillus marinus	7.6
Pontibacter actiniarum	7.6
Pontibacter akesuensis	7
Ponticaulis koreensis	7.6
Ponticoccus litoralis	7.6
Pontirhabdus pectinivorans	7.6
Porphyrobacter cryptus	7.5
Porphyrobacter dokdonensis	7.6
Porphyrobacter donghaensis	7.6
Porphyrobacter neustonensis	7.3
Porphyrobacter sanguineus	7.6
Porphyrobacter sp.	7.37
Porphyrobacter tepidarius	7.5
Porphyromonas asaccharolytica	7
Porphyromonas bennonis	7
Porphyromonas catoniae	7
Porphyromonas endodontalis	7
Porphyromonas gingivalis	7
Porphyromonas gulae	7
Porphyromonas levii	7
Porphyromonas macacae	7
Porphyromonas salivosa	7
Porphyromonas somerae	7.1
Porphyromonas uenonis	7
Porticoccus litoralis	7.6
Poseidonocella pacifica	7.6
Poseidonocella sedimentorum	7.6
Postia caesia	5.6
Postia ptychogaster	5.6
Postia tephroleuca	5.6
Povalibacter uvarum	7.2
Pragia fontium	7.15
Prauserella aidingensis	7.2
Prauserella alba	7.4
Prauserella flava	7.2
Prauserella halophila	7.2
Prauserella marina	7.2
Prauserella muralis	7.2
Prauserella rugosa	7.2
Prauserella salsuginis	7.3
Prauserella sediminis	7.2
Preussia leporina	5.6
Preussia terricola	5.6
Prevotella albensis	6.85
Prevotella amnii	7.1
Prevotella baroniae	7.2
Prevotella bergensis	7.2
Prevotella bivia	7.2
Prevotella bryantii	6.85
Prevotella buccae	7.2
Prevotella buccalis	7.1
Prevotella copri	7.2
Prevotella corporis	7
Prevotella denticola	7.2
Prevotella disiens	7.2
Prevotella falsenii	7.2
Prevotella fusca	7
Prevotella histicola	7.2
Prevotella intermedia	7.1
Prevotella jejuni	7.13
Prevotella loescheii	7.2
Prevotella maculosa	7.2
Prevotella marshii	7.2
Prevotella melaninogenica	7.2
Prevotella micans	7.2
Prevotella multiformis	7.2
Prevotella multisaccharivorax	7.2
Prevotella nanceiensis	7.2
Prevotella nigrescens	7.1
Prevotella oralis	7
Prevotella oris	7.2
Prevotella pallens	7.2
Prevotella paludivivens	7.2
Prevotella saccharolytica	7.1
Prevotella salivae	7.2
Prevotella scopos	7
Prevotella shahii	7.2
Prevotella stercorea	7.2
Prevotella timonensis	7
Prevotella veroralis	7.2
Priceomyces haplophilus	6.5
Pricia antarctica	7.6
Promicromonospora aerolata	7.1
Promicromonospora citrea	7.61
Promicromonospora endophytica	7.2
Promicromonospora enterophila	7.15
Promicromonospora flava	7.6
Promicromonospora kroppenstedtii	7.2
Promicromonospora pachnodae	7.1
Promicromonospora sp.	7.4
Promicromonospora sukumoe	7.4
Promicromonospora thailandica	7.2
Promicromonospora umidemergens	7.2
Promicromonospora vindobonensis	7.1
Promicromonospora xylanilytica	7.2
Propionibacter pelophilus	7.1
Propionibacterium acidifaciens	7.2
Propionibacterium acidipropionici	7.15
Propionibacterium arabinosum	7.15
Propionibacterium australiense	7
Propionibacterium avidum	7.2
Propionibacterium freudenreichii	7.13
Propionibacterium granulosum	7.2
Propionibacterium innocuum	7.1
Propionibacterium jensenii	7.1
Propionibacterium lymphophilum	7.2
Propionibacterium microaerophilum	7.2
Propionibacterium olivae	7.2
Propionibacterium rubrum	7.1
Propionibacterium shermanii	7.15
Propionibacterium thoenii	7.1
Propionicicella superfundia	7.2
Propioniciclava tarda	7.3
Propionicimonas paludicola	7.2
Propioniferax innocua	7.1
Propionigenium modestum	7.1
Propionimicrobium lymphophilum	7.2
Propionispira arboris	7.25
Propionispira paucivorans	6.8
Propionispira raffinosivorans	6.8
Propionispora hippei	7.1
Propionispora vibrioides	7.3
Propionivibrio dicarboxylicus	7
Propionivibrio limicola	7.2
Propionivibrio pelophilus	7.1
Prosthecobacter debontii	7.15
Prosthecobacter dejongeii	7.15
Prosthecobacter vanneervenii	7.15
Prosthecochloris sp.	6.8
Prosthecochloris vibrioformis	6.8
Proteiniborus ethanoligenes	7.2
Proteiniclasticum ruminis	6.7
Proteiniphilum acetatigenes	7.2
Proteinivorax tanatarense	7
Proteus hauseri	7.15
Proteus inconstans	7
Proteus mirabilis	7.17
Proteus morganii	7.15
Proteus myxofaciens	7.3
Proteus rettgeri	7.28
Proteus sp.	7
Proteus vulgaris	7.23
Protomonas extorquens	7.04
Providencia alcalifaciens	7
Providencia burhodogranariea	7.3
Providencia friedericiana	7
Providencia heimbachae	7
Providencia rettgeri	7.28
Providencia rustigianii	7
Providencia sneebia	7.3
Providencia stuartii	7.12
Providencia vermicola	7.3
Pseudacidovorax intermedius	7.3
Pseudaminobacter defluvii	7.2
Pseudaminobacter salicylatoxidans	7.28
Pseudarcicella hirudinis	7.2
Pseudenhygromyxa salsuginis	8
Pseudidiomarina homiensis	7.6
Pseudidiomarina salinarum	7.6
Pseudidiomarina sediminum	7.6
Pseudidiomarina taiwanensis	7.6
Pseudoalteromonas agarivorans	7.6
Pseudoalteromonas aliena	7.6
Pseudoalteromonas arctica	7.6
Pseudoalteromonas atlantica	7.6
Pseudoalteromonas aurantia	7.6
Pseudoalteromonas carrageenovora	7.3
Pseudoalteromonas citrea	7.6
Pseudoalteromonas denitrificans	7.6
Pseudoalteromonas espejiana	7.3
Pseudoalteromonas flavipulchra	7.6
Pseudoalteromonas haloplanktis	7.6
Pseudoalteromonas issachenkonii	7.6
Pseudoalteromonas lipolytica	7.6
Pseudoalteromonas luteoviolacea	7.6
Pseudoalteromonas marina	7.6
Pseudoalteromonas mariniglutinosa	7.6
Pseudoalteromonas nigrifaciens	7.4
Pseudoalteromonas paragorgicola	7.6
Pseudoalteromonas peptidolytica	7.6
Pseudoalteromonas piscicida	7.3
Pseudoalteromonas prydzensis	7.6
Pseudoalteromonas rubra	7.6
Pseudoalteromonas sagamiensis	7.6
Pseudoalteromonas sp.	7.6
Pseudoalteromonas spiralis	7.8
Pseudoalteromonas telluritireducens	7.6
Pseudoalteromonas tetraodonis	7.6
Pseudoalteromonas translucida	7.6
Pseudoalteromonas tunicata	7.6
Pseudoalteromonas ulvae	7.6
Pseudoalteromonas undina	7.6
Pseudoamycolata halophobica	7.2
Pseudobacteroides cellulosolvens	7
Pseudobutyrivibrio ruminis	6.7
Pseudobutyrivibrio xylanivorans	6.75
Pseudochrobactrum asaccharolyticum	7.3
Pseudochrobactrum kiredjianiae	7.3
Pseudochrobactrum lubricantis	7.2
Pseudochrobactrum saccharolyticum	7.3
Pseudocitrobacter anthropi	7.3
Pseudocitrobacter faecalis	7.3
Pseudoclavibacter caeni	7.2
Pseudoclavibacter chungangensis	7.2
Pseudoclavibacter helvolus	7.1
Pseudoclavibacter soli	7.2
Pseudoclavibacter sp.	7.1
Pseudoclitocybe expallens	7.2
Pseudodonghicola xiamenensis	7
Pseudoduganella violaceinigra	7
Pseudoflavonifractor capillosus	7
Pseudofulvimonas gallinarii	7.3
Pseudogracilibacillus auburnensis	7.3
Pseudogulbenkiania sp.	7
Pseudogulbenkiania subflava	7.2
Pseudohaliea rubra	7.6
Pseudokineococcus lusitanus	7.1
Pseudomonas abietaniphila	7.51
Pseudomonas acidovorans	7.05
Pseudomonas aeruginosa	7.16
Pseudomonas agarici	7
Pseudomonas alcaligenes	7.08
Pseudomonas alcaliphila	7.37
Pseudomonas aminovorans	6.76
Pseudomonas amygdali	7
Pseudomonas andropogonis	7
Pseudomonas anguilliseptica	7.3
Pseudomonas antarctica	7.3
Pseudomonas antimicrobica	7.2
Pseudomonas argentinensis	7.3
Pseudomonas arsenicoxydans	7
Pseudomonas arvilla	7.08
Pseudomonas asplenii	7
Pseudomonas atlantica	7.6
Pseudomonas aurantiaca	7
Pseudomonas aureofaciens	7
Pseudomonas avellanae	7
Pseudomonas avenae	7
Pseudomonas azotifigens	7
Pseudomonas azotoformans	7.3
Pseudomonas baetica	7.3
Pseudomonas balearica	7.3
Pseudomonas beijerinckii	7.5
Pseudomonas benzenivorans	7.1
Pseudomonas beteli	7.27
Pseudomonas betle	7.27
Pseudomonas borbori	7
Pseudomonas boreopolis	7
Pseudomonas brassicacearum	7.15
Pseudomonas brenneri	7.28
Pseudomonas caeni	7.3
Pseudomonas cannabina	7.3
Pseudomonas carboxydohydrogena	6.9
Pseudomonas carboxydovorans	6.9
Pseudomonas caricapapayae	7.3
Pseudomonas caryophylli	7
Pseudomonas cattleyae	7
Pseudomonas cedrina	7.1
Pseudomonas cepacia	7.19
Pseudomonas chengduensis	7
Pseudomonas chloritidismutans	7.32
Pseudomonas chlororaphis	7.06
Pseudomonas cichorii	7.15
Pseudomonas cissicola	7.2
